,name,year,price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand
1315,Honda Civic 1.8 V MT,2008,375000,90000,Petrol,Individual,Manual,Third Owner,13.5,1799.0,130.0,5.0,Honda
1316,Maruti Wagon R LXI,2005,150000,150000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.0,5.0,Maruti
1317,Maruti Wagon R AX,2006,75000,60000,Petrol,Individual,Automatic,First Owner,18.9,998.0,67.0,5.0,Maruti
1318,Hyundai Verna 1.4 VTVT,2015,465000,50000,Petrol,Individual,Manual,Second Owner,17.43,1396.0,105.0,5.0,Hyundai
1319,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.0,5.0,Hyundai
1320,Mahindra Scorpio 1.99 S10,2015,950000,120000,Diesel,Individual,Manual,Third Owner,15.4,1997.0,120.0,7.0,Mahindra
1321,Hyundai i20 1.2 Asta,2017,610000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
1322,Hyundai Santro GS zipDrive - Euro II,2004,60000,120000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,Hyundai
1323,Maruti Alto 800 LXI,2014,235000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.0,5.0,Maruti
1324,Maruti Eeco 5 Seater AC BSIV,2017,330000,90000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti
1325,Nissan Terrano XE 85 PS,2014,472000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.0,5.0,Nissan
1326,Maruti Swift VXI,2019,585000,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.0,5.0,Maruti
1327,Mahindra Supro LX 8 Str,2018,500000,10000,Diesel,Individual,Manual,First Owner,23.5,909.0,45.0,8.0,Mahindra
1328,Maruti Alto K10 VXI,2019,360000,27000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.0,5.0,Maruti
1329,Maruti Swift Dzire VDI,2016,649000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti
1330,Maruti Omni MPI CARGO BSIV,2017,200000,50000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.0,5.0,Maruti
1331,Maruti Swift 1.3 VXi,2008,240000,60000,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,Maruti
1332,Hyundai Grand i10 CRDi Magna,2014,400000,110000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai
1333,Maruti Celerio VDi,2015,250000,100000,Diesel,Individual,Manual,Second Owner,27.62,793.0,47.0,5.0,Maruti
1334,Mahindra Marazzo M6,2018,1200000,50000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,Mahindra
1335,Maruti Swift Vdi BSIII,2009,250000,105000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti
1336,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,8.0,Toyota
1337,Mahindra XUV500 W8 2WD,2014,800000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra
1338,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,Petrol,Dealer,Manual,Second Owner,18.88,999.0,123.0,5.0,Ford
1339,Hyundai Santro Xing GLS,2010,150000,60000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.0,5.0,Hyundai
1340,Maruti Swift VDI BSIV,2010,315000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,Maruti
1341,Chevrolet Beat Diesel LT,2012,170000,90000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.0,5.0,Chevrolet
1342,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.0,5.0,Honda
1343,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,Hyundai
1344,Renault Duster 110PS Diesel RxL,2013,360000,81000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.0,5.0,Renault
1345,Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.0,5.0,Hyundai
1346,Renault Duster 110PS Diesel RxZ,2012,350000,105000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.0,5.0,Renault
1347,Mahindra Ingenio CRDe,2017,600000,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,Mahindra
1348,Maruti Ertiga BSIV VXI,2017,700000,227000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.0,7.0,Maruti
1349,Renault Duster 110PS Diesel RxZ,2012,375000,100000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.0,5.0,Renault
1350,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.0,5.0,Maruti
1351,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,Diesel,Individual,Manual,Third Owner,21.9,1396.0,88.0,5.0,Hyundai
1352,Volkswagen Vento Diesel Comfortline,2011,260000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.0,5.0,Volkswagen
1353,Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.0,5.0,Maruti
1354,Tata New Safari DICOR 2.2 EX 4x2,2008,150000,120000,Diesel,Individual,Manual,Fourth & Above Owner,11.57,2179.0,138.0,7.0,Tata
1355,Hyundai Santro Xing GLS,2014,220000,40000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.0,5.0,Hyundai
1356,Hyundai i10 Magna 1.2 iTech SE,2014,275000,53000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
1357,Maruti Swift LDI Optional,2017,455000,60000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti
1358,Hyundai i20 1.2 Magna Executive,2017,570000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
1359,Volkswagen Vento Diesel Highline,2013,330000,100000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.0,5.0,Volkswagen
1360,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.0,7.0,Toyota
1361,Maruti Ertiga ZDI,2012,450000,98000,Diesel,Individual,Manual,Fourth & Above Owner,20.77,1248.0,88.0,7.0,Maruti
1362,Hyundai EON Magna Plus,2014,250000,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.0,5.0,Hyundai
1363,Hyundai i10 Sportz,2010,165000,80000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.0,5.0,Hyundai
1364,Mahindra Ssangyong Rexton RX7,2013,800000,117000,Diesel,Dealer,Automatic,First Owner,11.18,2696.0,184.0,7.0,Mahindra
1365,Honda Jazz 1.2 V i VTEC,2018,680000,8576,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.0,5.0,Honda
1366,Tata Tigor 1.2 Revotron XZA,2017,525000,19723,Petrol,Dealer,Automatic,First Owner,20.3,1199.0,84.0,5.0,Tata
1367,Honda City 1.5 V MT Sunroof,2016,825000,21446,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.0,5.0,Honda
1368,Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,52289,Diesel,Dealer,Manual,First Owner,25.1,1248.0,88.0,5.0,Maruti
1369,Mahindra Scorpio S4 Plus,2017,950000,52236,Diesel,Dealer,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra
1370,Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,Diesel,Dealer,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra
1371,Hyundai i20 1.4 CRDi Magna,2017,675000,25471,Diesel,Dealer,Manual,First Owner,21.9,1396.0,90.0,5.0,Hyundai
1372,Tata Tiago XT,2019,490000,33928,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
1373,Mahindra TUV 300 T4 Plus,2018,775000,59736,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
1374,Honda City 1.5 V MT,2009,350000,54290,Petrol,Dealer,Manual,First Owner,17.0,1497.0,118.0,5.0,Honda
1375,Honda Brio S MT,2016,475000,2118,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.0,5.0,Honda
1376,Mahindra Scorpio S4 7 Seater,2017,950000,61379,Diesel,Dealer,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra
1377,Honda City i-VTEC S,2010,350000,58544,Petrol,Dealer,Manual,Second Owner,17.4,1497.0,117.0,5.0,Honda
1378,Maruti Wagon R VXI,2016,400000,74381,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.0,5.0,Maruti
1379,Maruti 800 DX 5 Speed,2001,75000,35000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,Maruti
1380,Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,63982,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.0,5.0,Ford
1381,Maruti Wagon R VXI,2008,175000,65000,Petrol,Dealer,Manual,Second Owner,18.9,998.0,67.0,5.0,Maruti
1382,Mahindra Bolero 2011-2019 SLE,2014,570000,74000,Diesel,Dealer,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
1383,Renault Duster 110PS Diesel RxZ,2013,525000,56429,Diesel,Dealer,Manual,Second Owner,19.01,1461.0,108.0,5.0,Renault
1384,Hyundai i10 Magna 1.2 iTech SE,2012,270000,56000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
1385,Hyundai Santro Magna,2019,434999,19500,Petrol,Dealer,Manual,First Owner,20.3,1086.0,68.0,5.0,Hyundai
1386,Hyundai i20 Asta Option 1.2,2015,495000,30000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
1387,Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.0,5.0,Hyundai
1388,Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.0,5.0,Hyundai
1389,Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.0,5.0,Hyundai
1390,Honda City i DTec V,2014,560000,72000,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.0,5.0,Honda
1391,Maruti Swift VDI BSIV W ABS,2016,565000,72000,Diesel,Dealer,Manual,First Owner,19.3,1248.0,82.0,5.0,Maruti
1392,Mahindra Bolero DI AC BSIII,2005,250000,80000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra
1393,Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,29000,Petrol,Individual,Manual,Second Owner,15.0,1598.0,103.0,5.0,Skoda
1394,Nissan Terrano XL D Option,2016,495000,56832,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.0,5.0,Nissan
1395,Hyundai Elite i20 Petrol Asta,2014,470000,30528,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
1396,Honda Amaze S Diesel,2013,350000,65285,Diesel,Dealer,Manual,First Owner,24.7,1498.0,98.0,5.0,Honda
1397,Toyota Innova Crysta 2.4 G MT 8 STR,2020,1560000,20102,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.0,8.0,Toyota
1398,Honda Jazz 1.2 S i VTEC,2015,480000,43000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.0,5.0,Honda
1399,Toyota Etios Liva 1.4 GD,2013,270000,52380,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.0,5.0,Toyota
1400,Mahindra Bolero B2,2018,660000,74250,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,7.0,Mahindra
1401,Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,57247,Petrol,Dealer,Automatic,First Owner,20.89,1197.0,81.0,5.0,Maruti
1402,Maruti Vitara Brezza ZDi Plus,2017,800000,52000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.0,5.0,Maruti
1403,Nissan Sunny XV,2011,350000,47000,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.0,5.0,Nissan
1404,Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,80000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,Ford
1405,Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,85000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,75.0,5.0,Tata
1406,Maruti Swift Dzire VDi,2012,400000,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.0,5.0,Maruti
1407,Nissan Sunny XV,2011,250000,110000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.0,5.0,Nissan
1408,Fiat Linea Emotion (Diesel),2010,190000,178000,Diesel,Individual,Manual,Second Owner,20.4,1248.0,91.0,5.0,Fiat
1409,Maruti Alto LX,2010,125000,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.0,5.0,Maruti
1410,Jeep Compass 2.0 Limited 4X4,2017,1950000,70000,Diesel,Individual,Manual,First Owner,16.3,1956.0,170.0,5.0,Jeep
1411,Audi Q5 2.0 TDI,2011,1300000,120000,Diesel,Individual,Automatic,First Owner,12.8,1968.0,167.0,5.0,Audi
1412,Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,155000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,Toyota
1413,Maruti Wagon R VXI BS IV,2015,335000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.0,5.0,Maruti
1414,Maruti Wagon R LXI Minor,2009,114999,60000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0,Maruti
1415,Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.0,5.0,Volkswagen
1416,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.0,5.0,Hyundai
1417,Hyundai Verna 1.6 SX,2012,395000,120000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.0,5.0,Hyundai
1418,Maruti Swift Dzire VDI,2015,500000,120000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti
1419,Hyundai EON Era Plus,2014,220000,50000,Petrol,Individual,Manual,Third Owner,21.1,814.0,55.0,5.0,Hyundai
1420,Ford Figo Diesel Celebration Edition,2013,240000,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford
1421,Hyundai i20 1.4 CRDi Asta,2010,215000,120000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0,Hyundai
1422,Maruti Swift VDI,2012,400000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti
1423,Maruti Zen Estilo VXI BSIV,2012,191000,90000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.0,5.0,Maruti
1424,Mahindra Xylo D4 BSIII,2013,351000,100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,Mahindra
1425,Tata Nano XTA,2015,250000,20000,Petrol,Individual,Automatic,First Owner,21.9,624.0,37.0,4.0,Tata
1426,Hyundai Verna CRDi SX ABS,2009,210000,90000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,Hyundai
1427,Toyota Etios VX,2011,300000,120000,Petrol,Individual,Manual,Third Owner,17.6,1496.0,88.0,5.0,Toyota
1428,Ford Figo Aspire 1.5 TDCi Trend,2017,700000,35000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford
1429,Hyundai Sonata CRDi M/T,2010,500000,120000,Diesel,Individual,Manual,Second Owner,11.8,1991.0,150.0,5.0,Hyundai
1430,Maruti 800 AC BSIII,2002,120000,120000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
1431,Hyundai Elite i20 Asta Option Diesel,2019,850000,10000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.0,5.0,Hyundai
1432,Mahindra Jeep CL 500 MDI,1994,120000,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,Mahindra
1433,Honda WR-V i-DTEC VX,2017,770000,65000,Diesel,Individual,Manual,Second Owner,25.5,1498.0,98.0,5.0,Honda
1434,Honda Civic 1.8 S MT,2007,245000,90000,Petrol,Individual,Manual,Third Owner,13.5,1799.0,130.0,5.0,Honda
1435,Maruti Alto K10 2010-2014 VXI,2012,250000,90000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.0,5.0,Maruti
1436,Hyundai i20 Active SX Diesel,2016,651000,42323,Diesel,Dealer,Manual,First Owner,21.19,1396.0,88.0,5.0,Hyundai
1437,Honda City V MT,2013,480000,42462,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.0,5.0,Honda
1438,Maruti Swift VDI BSIV,2015,470000,54723,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti
1439,Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.0,5.0,Honda
1440,BMW X1 sDrive20d M Sport,2011,1075000,42545,Diesel,Dealer,Automatic,First Owner,19.62,1998.0,190.0,5.0,BMW
1441,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,Diesel,Dealer,Manual,First Owner,25.1,1248.0,88.0,5.0,Maruti
1442,Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Dealer,Manual,First Owner,19.3,1248.0,0.0,5.0,Maruti
1443,Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Dealer,Manual,First Owner,19.3,1248.0,0.0,5.0,Maruti
1444,Maruti Ignis 1.2 Delta BSIV,2018,480000,20375,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.0,5.0,Maruti
1445,Maruti Swift ZDI Plus,2013,450000,43978,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.0,5.0,Maruti
1446,Maruti Vitara Brezza VDi Option,2018,770000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.0,5.0,Maruti
1447,Mahindra Bolero B4,2015,445000,40200,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,7.0,Mahindra
1448,Hyundai i20 1.2 Asta Option,2018,700000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
1449,Maruti Ertiga ZDI,2014,560000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.0,7.0,Maruti
1450,Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Dealer,Manual,Second Owner,21.7,1498.0,98.0,5.0,Ford
1451,Honda Amaze E Diesel BSIV,2014,465000,27233,Diesel,Dealer,Manual,First Owner,27.4,1498.0,98.0,5.0,Honda
1452,Maruti Swift Dzire Tour LDI,2017,520000,28832,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti
1453,Tata Manza Aura Safire,2011,225000,35000,Petrol,Individual,Manual,First Owner,15.0,1368.0,90.0,5.0,Tata
1454,Maruti Ertiga ZXI,2015,700000,35000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.0,7.0,Maruti
1455,Maruti Vitara Brezza VDi,2017,780000,40000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.0,5.0,Maruti
1456,Honda City 2017-2020 GXi,2006,93150,80000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda
1457,Mahindra Quanto C4,2016,403000,30000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,Mahindra
1458,Hyundai i10 Era,2009,229999,50000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.0,5.0,Hyundai
1459,Maruti Swift Dzire VDI,2016,525000,40000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,Maruti
1460,Maruti Ertiga VXI,2014,560000,25000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.0,7.0,Maruti
1461,Mahindra XUV500 W7,2020,830000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.0,7.0,Mahindra
1462,Maruti Ritz VDi,2011,250000,60000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.0,5.0,Maruti
1463,Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000,110000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra
1464,Mahindra Scorpio 1.99 S4,2016,745000,67000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra
1465,Ford Figo Diesel Titanium,2010,144000,50000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford
1466,Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,40000,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5.0,Maruti
1467,Tata New Safari DICOR 2.2 EX 4x2,2008,300000,120000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.0,7.0,Tata
1468,Maruti 800 DX,1999,52000,100000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
1469,Mahindra Scorpio 2.6 CRDe,2003,300000,98000,Diesel,Individual,Manual,First Owner,10.5,2179.0,120.0,8.0,Mahindra
1470,Mahindra Bolero DI DX 7 Seater,2009,270000,150000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra
1471,Chevrolet Sail LT ABS,2014,260000,38000,Diesel,Individual,Manual,First Owner,22.1,1248.0,74.0,5.0,Chevrolet
1472,Toyota Etios GD,2015,475000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.0,5.0,Toyota
1473,Ford Figo Diesel Titanium,2011,302000,103000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,Ford
1474,Maruti 800 AC,1994,45000,60000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
1475,Maruti Vitara Brezza VDi Option,2017,775000,80000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.0,5.0,Maruti
1476,Maruti Ertiga VDI,2015,700000,50000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.0,7.0,Maruti
1477,Maruti Swift VDI BSIV,2014,530000,90000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti
1478,Tata Nexon 1.5 Revotorq XZ Plus,2017,869999,70000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.0,5.0,Tata
1479,Hyundai Elantra CRDi,2006,155000,110000,Diesel,Individual,Manual,Fourth & Above Owner,14.9,1991.0,112.0,5.0,Hyundai
1480,Tata Tiago 1.2 Revotron XZA,2019,550000,30000,Petrol,Individual,Automatic,First Owner,23.84,1199.0,83.0,5.0,Tata
1481,Maruti Swift Dzire VDI,2016,600000,80000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,Maruti
1482,Maruti Swift Dzire VDi,2012,430000,110000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.0,5.0,Maruti
1483,Tata Manza Aura (ABS) Quadrajet,2010,246000,120000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,Tata
1484,Maruti Zen VXi - BS III,2003,120000,120000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5.0,Maruti
1485,Hyundai i20 Asta 1.2,2014,565000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.0,5.0,Hyundai
1486,Hyundai Elite i20 Asta Option Diesel,2018,850000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.0,5.0,Hyundai
1487,Maruti Alto LXi BSIII,2006,160000,90000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.0,5.0,Maruti
1488,Fiat Linea Classic Plus 1.3 Multijet,2014,325000,142500,Diesel,Individual,Manual,First Owner,19.5,1248.0,75.0,5.0,Fiat
1489,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,450000,90000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8.0,Mahindra
1490,Hyundai i10 Sportz 1.1L,2015,310000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.0,5.0,Hyundai
1491,Honda Amaze S i-Dtech,2013,250000,90000,Diesel,Individual,Manual,Third Owner,25.8,1498.0,98.0,5.0,Honda
1492,Maruti Swift Dzire LDI,2015,420000,115000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,Maruti
1493,Hyundai i20 Sportz AT 1.4,2013,330000,150000,Petrol,Individual,Automatic,Second Owner,15.0,1396.0,98.0,5.0,Hyundai
1494,Maruti Swift VXI Optional,2015,405000,68000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,81.0,5.0,Maruti
1495,Mahindra Bolero 2011-2019 ZLX,2013,400000,90000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.0,7.0,Mahindra
1496,Honda City V AT,2010,409999,110000,Petrol,Individual,Automatic,Third Owner,15.6,1497.0,116.0,5.0,Honda
1497,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,70000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.0,7.0,Mahindra
1498,Mahindra XUV500 W8 4WD,2011,590000,80000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,Mahindra
1499,Hyundai Santro Xing XS eRLX Euro III,2006,80000,118000,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,Hyundai
1500,Hyundai i10 Era,2007,135000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.0,5.0,Hyundai
1501,Maruti Wagon R LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.0,5.0,Maruti
1502,Maruti 800 Std BSII,2004,45000,77000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,Maruti
1503,Maruti Swift Dzire VDI,2018,650000,35500,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti
1504,Maruti Wagon R VXI Optional,2018,400000,17500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.0,5.0,Maruti
1505,Maruti Alto K10 VXI,2017,350000,27000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.0,5.0,Maruti
1506,Hyundai Grand i10 1.2 CRDi Asta,2017,550000,60000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.0,5.0,Hyundai
1507,Maruti Wagon R LXI Optional,2016,350000,25000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.0,5.0,Maruti
1508,Maruti Swift Dzire LDI Optional,2015,459999,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti
1509,Maruti Alto LXi,2012,185000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.0,5.0,Maruti
